sgRNA	Gene	D1_high	D1_low	D2_high	D2_low	D3_high	D3_low	D4_high	D4_low
s_2266	ZNF22	2300	2583	2673	3533	1095	1146	453	505
s_585	NR5A1	1932	2213	2014	2826	382	417	148	165
s_5158	FEZF1	2533	2741	2661	3528	991	1046	394	487
s_3954	ZBTB3	2279	2490	2593	3405	944	1024	346	443
s_2990	BTN3A2	2477	2648	2711	3658	1181	1330	444	573
s_1619	MAP2K1	2029	2239	2235	2961	580	563	225	305
s_4554	ZNF548	1932	2164	2247	3029	636	712	248	350
s_2116	NKX2-1	1477	1783	1708	2232	530	619	227	272
s_1388	NFKB2	1700	1878	1804	2375	690	742	281	367
s_4760	ARX	1258	1342	1482	1964	250	269	137	138
s_5661	Non-Targeting Control	2640	2970	2989	4018	867	858	320	399
s_864	HOXB7	1329	1605	1469	1938	284	351	132	150
s_4711	ZNF100	2617	2901	2915	3954	83	122	46	54
s_414	EN2	1223	1353	1384	1745	441	498	183	257
s_529	FOXE3	2404	2778	2763	3518	928	1050	390	470
s_2921	AP4B1	3346	3833	3932	4890	201	218	103	109
s_3168	ZNF345	3315	3687	3791	4924	1018	1127	400	459
s_5678	Non-Targeting Control	3477	3779	3890	4985	299	311	125	146
s_1928	STAT5B	2141	2389	2409	3109	285	416	146	250
s_1222	MEIS1	1538	1780	1632	2122	388	568	167	215
s_4672	ZNF320	3765	4418	4355	5684	597	750	307	318
s_1045	IL12B	1391	1543	1616	2037	16	17	9	9
s_4726	TIGD2	3903	4420	4576	5983	1658	1716	709	838
s_5008	ZNF260	2154	2312	2344	2975	208	251	64	79
s_2949	ZNF274	5096	5701	5629	7528	1439	1661	595	771
s_2790	ZBTB33	3665	4187	4250	5413	1229	1331	508	663
s_3888	ZNF343	2405	2786	2970	3768	829	938	400	428
s_251	CREM	1460	1645	1798	2262	598	656	224	272
s_5520	Non-Targeting Control	1750	2163	1997	2670	211	333	82	121
s_4897	PTF1A	1880	2208	2008	2711	726	788	312	361
s_5955	Non-Targeting Control	3215	3467	3510	4703	439	671	183	314
s_1811	SMARCB1	2988	3291	3465	4377	1156	1196	534	562
s_2859	ZBTB18	2200	2456	2510	3222	1012	1103	386	515
s_1017	IL6	2897	3197	3099	4262	609	717	272	314
s_4873	ZNF620	2619	2959	2921	3962	891	975	364	432
s_2437	ZSCAN26	1745	1912	2084	2657	645	697	255	318
s_2626	IER3	1620	1781	1790	2358	227	292	120	142
s_1947	TAP2	2646	3026	2837	3760	243	274	126	119
s_2221	ZNF711	2884	3198	3157	4176	1161	1279	507	528
s_5600	Non-Targeting Control	2093	2301	2277	2933	98	138	40	59
s_3846	CREB3L2	1083	1254	1211	1636	324	349	146	161
s_2575	NR0B2	1494	1609	1687	2304	363	491	167	168
s_1989	TCF3	2370	2624	2592	3300	54	78	27	28
s_3848	CREB3L2	2394	2597	2714	3401	239	277	108	112
s_1539	PLAG1	2569	2900	2812	3621	450	532	218	203
s_1470	PAX2	1251	1454	1533	2027	437	484	158	209
s_2976	ATF7	1678	1781	1885	2478	596	605	282	287
s_3249	ZNF777	1504	1744	1673	2163	181	215	80	131
s_3301	VSX1	1753	1910	2003	2494	643	733	258	336
s_5714	Non-Targeting Control	3352	3727	3621	4858	395	568	173	199
s_5473	Non-Targeting Control	1898	2189	2125	2760	503	616	218	313
s_550	FOXD2	1427	1523	1497	2029	416	408	175	233
s_1510	PDCD1	1985	2271	2136	2740	78	331	65	61
s_182	CEBPD	1677	1947	1981	2637	131	179	74	94
s_1759	CCL4	2008	2340	1905	3061	547	674	111	282
s_800	HOXA2	2261	2621	2731	3533	740	824	330	371
s_3652	HOMEZ	1463	1756	1696	2210	487	588	232	264
s_23	AKT1	2568	2915	2888	3790	406	480	196	281
s_5403	Non-Targeting Control	2362	2702	2543	3469	179	389	64	132
s_5216	LHX8	3008	3293	3323	4357	1188	1377	497	540
s_4800	TIGD1	1579	1792	1819	2365	224	179	95	131
s_956	HSF2	2879	3185	1674	4307	251	274	2	169
s_1755	CCL3	2211	2523	2425	3392	582	659	228	352
s_4948	ZNF615	2254	2528	2474	3313	208	198	77	98
s_1685	RFX2	2896	3250	3068	4062	187	209	71	114
s_1454	OTX1	1776	1971	1875	2722	417	395	175	205
s_5781	Non-Targeting Control	1425	1645	1594	2129	472	539	189	266
s_5553	Non-Targeting Control	1858	2163	2125	2770	686	714	245	378
s_1601	POU6F1	3257	3673	3626	4721	249	539	122	261
s_4883	ZNF718	3546	3827	4046	5393	169	182	69	113
s_5191	HELT	2456	2710	2598	3445	798	876	356	449
s_1171	SMAD1	2109	2368	2136	2959	206	285	89	136
s_4662	ZFP1	2313	2595	2659	3540	555	748	225	262
s_4451	ZNF513	1552	1733	1724	2130	646	769	264	297
s_3717	ZNF250	3139	3538	3482	4741	1100	1227	441	534
s_369	ELF1	1824	1944	1969	2664	646	729	264	350
s_4968	ZNF852	1658	1920	1999	2501	595	590	197	250
s_3405	ZNF581	1709	1899	1823	2544	35	36	12	29
s_4812	ZSCAN4	3165	3497	3532	4674	1052	1134	411	521
s_859	HOXB6	1811	2014	2002	2461	521	589	220	297
s_3898	IRX1	2125	2372	2334	3024	878	907	330	435
s_2392	ZNF143	3110	3502	3588	4763	624	818	292	423
s_117	MYRF	3518	4013	3905	5090	1036	1253	419	462
s_5020	ZNF680	2881	3147	2946	3963	798	891	284	335
s_5829	Non-Targeting Control	1713	1981	2222	2637	622	729	272	288
s_2244	ZNF708	2615	2914	2989	3991	1105	1190	414	538
s_3484	ZNF331	2638	3033	2958	3952	616	581	173	300
s_5849	Non-Targeting Control	1639	1666	1863	2318	350	325	138	162
s_283	DDIT3	1990	2310	2194	2959	847	893	348	413
s_439	ESR2	2444	2626	2619	3348	69	71	32	24
s_548	FOXM1	2259	2603	2635	3369	924	1064	387	483
s_5815	Non-Targeting Control	1852	2078	2112	2702	166	184	85	100
s_5870	Non-Targeting Control	2744	2834	3108	4061	12	28	7	8
s_2413	VEZF1	2498	2766	2746	3708	658	717	256	376
s_629	GLI1	1437	1663	1733	2207	428	521	177	218
s_1360	NFE2L1	2240	2545	2515	3532	301	324	98	139
s_1649	RAD21	2414	2497	2761	3663	1207	1317	449	575
s_1052	IL12RB1	2717	3009	2961	3801	941	1027	400	470
s_4607	GLIS1	2003	2402	2054	3061	90	127	44	48
s_5493	Non-Targeting Control	1930	2234	2260	2984	565	613	224	251
s_4269	ZNF682	3898	4373	4163	5521	497	527	196	244
s_2473	ZNF223	2724	2922	3041	3967	1150	1206	424	524
s_4621	ZNF595	3731	4274	3898	5523	1180	1379	524	653
s_3395	PRRX2	1256	1369	1389	1956	22	39	3	15
s_1376	NFIL3	2265	2569	2522	3345	768	801	326	359
s_3796	PRDM14	1870	2036	2107	2694	724	822	288	343
s_3406	ZNF581	1469	1776	1672	2482	96	170	43	105
s_3087	ZBTB43	1628	1719	1961	2462	536	602	187	278
s_1905	STAT1	2721	2686	2947	3621	352	377	140	192
s_4259	IL33	3033	3230	3306	4413	167	143	75	70
s_2793	NR1H3	1606	1805	1782	2375	601	639	220	289
s_2653	IL1RL1	4092	4382	4598	5960	487	639	181	309
s_156	CD44	3440	3829	3799	5046	933	921	396	419
s_4151	ZNF496	1527	1729	1755	2318	546	615	258	291
s_4116	ZNF527	2755	3262	3346	4381	795	937	326	443
s_3686	HES4	1290	1393	1397	1895	93	107	38	48
s_1058	IL13	2076	2328	2305	2846	737	851	302	435
s_1851	SOX15	1063	1176	1243	1668	417	484	182	192
s_1707	RORB	2191	2431	2375	3112	52	91	28	24
s_2159	NR1H2	2972	3343	3454	4392	491	570	194	262
s_4111	LCOR	2177	2364	2481	3187	451	472	201	235
s_2533	LHX3	1571	1828	1799	2392	568	653	225	301
s_467	ETV2	1978	2185	2212	2925	815	821	299	374
s_5089	ZNF81	2191	2415	2373	3221	707	695	286	323
s_5391	ZNF891	2780	3274	3169	4319	974	1097	397	507
s_4659	ZFP1	3185	3473	3414	4565	83	133	37	64
s_4121	RHOXF2	1986	2109	2321	2828	543	642	242	314
s_5970	Non-Targeting Control	2024	2260	2302	2989	587	577	217	256
s_3040	IKZF2	2823	2998	3301	4202	583	424	151	239
s_1954	TBP	2636	2901	3010	3771	729	819	316	359
s_5435	Non-Targeting Control	1798	2072	2013	2600	811	918	302	403
s_5200	MED11	2246	2437	2574	3385	129	181	66	72
s_356	EGR1	1845	2118	2168	2822	790	832	278	371
s_1790	SIX1	1162	1232	1315	1643	269	328	107	122
s_1536	PKNOX1	2369	2477	2458	3430	892	916	379	457
s_5531	Non-Targeting Control	2402	2717	3108	3990	948	967	379	464
s_3003	SOX21	2859	3093	3180	3878	1156	1245	460	547
s_2727	NR1D1	1643	1947	1938	2564	480	567	199	219
s_561	FOXO3	767	853	825	1120	296	294	110	129
s_4017	PDCD1LG2	2166	2475	2349	3300	959	1015	327	491
s_701	HLA-B	1448	1581	1556	2054	99	109	37	52
s_377	ELF3	2589	2964	2980	3956	188	189	62	116
s_2333	ZNF79	2955	3300	3173	4345	799	893	330	393
s_385	ELF5	3782	4149	4113	5325	665	942	280	331
s_5977	Non-Targeting Control	2767	3080	3208	4151	1010	1075	419	466
s_2527	ZNF212	1866	2078	2111	2742	360	466	157	196
s_5797	Non-Targeting Control	2348	2656	2920	3710	56	76	43	40
s_2358	ZNF124	1525	1589	1674	2059	570	516	217	225
s_5561	Non-Targeting Control	2270	2612	2534	3394	316	388	128	203
s_4054	TCF7L1	1679	1952	2019	2571	280	329	113	157
s_729	HLA-DRB1	2101	2421	2456	3094	398	455	156	225
s_2507	DDX39B	2063	2445	2479	3054	461	531	166	208
s_1977	TBX3	3522	3994	4085	5437	1299	1415	512	671
s_4458	ZFP42	2195	2563	2894	3714	684	870	289	363
s_3124	HEY2	3530	4014	3838	4722	1301	1498	508	698
s_3524	ZNF701	2758	3067	3289	4280	448	505	169	225
s_5517	Non-Targeting Control	2011	2195	2290	2985	507	528	207	278
s_4793	ZNF626	3092	3354	3300	4362	197	279	72	115
s_604	GATA3	2594	2902	2699	3626	725	996	285	374
s_1264	MSH5	2261	2554	2623	3412	809	810	294	343
s_5062	FIGLA	1829	2075	2004	2672	800	843	298	362
s_4097	ZNF541	1719	1898	1799	2503	627	721	279	341
s_2362	ZNF132	3213	3479	3641	4745	1464	1531	532	659
s_3553	ZNF302	1974	2248	2288	2890	798	833	319	383
s_4644	ZNF782	1586	1794	1898	2418	87	107	35	41
s_3751	ALX4	2231	2508	2421	3132	144	181	68	77
s_4324	IL17F	2792	3175	3186	4137	1034	1086	409	477
s_5180	ZNF793	3489	3979	3952	5181	652	695	262	300
s_2475	ZNF223	2782	3111	3322	4468	892	945	379	429
s_376	ELF2	1698	2031	1984	2472	650	675	254	338
s_3768	DMRTC2	3213	3531	3642	4648	575	609	212	277
s_856	HOXB5	2886	3309	3253	4479	1085	1149	416	524
s_4823	ZNF449	3620	3986	4129	5217	1398	1453	498	651
s_5987	Non-Targeting Control	2876	3251	3352	4498	489	596	239	263
s_5452	Non-Targeting Control	1992	2169	2253	3090	332	439	149	222
s_2852	BTN3A3	4058	4646	4770	6213	686	735	269	339
s_2584	KLF11	3760	4241	4167	5391	1546	1617	648	801
s_3432	CCHCR1	1956	2145	2198	2675	639	703	239	349
s_5728	Non-Targeting Control	2075	2343	2380	3241	826	764	313	372
s_1227	MEIS2	3028	3460	3448	4480	1084	1128	492	500
s_3958	ZNF669	1602	1953	1852	2359	218	231	98	98
s_4112	LCOR	2155	2392	2638	3451	79	147	20	34
s_1773	SHOX	1847	2087	2072	2710	801	866	302	400
s_5069	FOXI3	2493	2625	2989	3813	464	627	221	247
s_4761	ARX	3001	3387	3243	4044	310	372	141	175
s_4525	ZSCAN29	2211	2391	2502	3395	937	974	373	479
s_2581	KLF11	1794	2003	1974	2593	709	762	310	356
s_3419	SIX4	3156	3426	3504	4648	1222	1283	502	592
s_1206	MECP2	2003	2167	2149	2944	701	892	271	404
s_2818	OLIG2	1178	1174	1397	1792	411	424	164	206
s_3798	NPAS3	1607	1926	1768	2513	722	688	274	323
s_3298	SOX8	1855	2101	2003	2803	129	202	32	96
s_2494	PAX8	2044	2231	2178	2863	120	163	53	67
s_5740	Non-Targeting Control	1426	1544	1732	2289	412	451	169	210
s_2795	NR1H3	2336	2536	2587	3418	123	255	73	159
s_2453	ZNF202	1391	1681	1586	2062	511	623	229	248
s_5729	Non-Targeting Control	2118	2354	2334	3106	625	649	270	243
s_1083	PDX1	3256	3666	3984	4878	332	379	163	175
s_2967	BTNL3	2441	2613	2743	3511	959	1036	351	433
s_2139	NR2C1	2356	2714	2888	3551	1015	1114	370	489
s_3358	LEF1	1536	1763	1752	2254	568	579	221	242
s_787	TLX1	1779	1883	1834	2461	638	606	230	263
s_4888	BCL6B	1643	1886	1693	2442	671	747	251	272
s_1772	CCL8	2688	2921	2874	3879	1099	1040	366	508
s_5848	Non-Targeting Control	2759	2946	2988	4038	1090	1177	458	538
s_2492	ZNF236	1616	1729	1802	2336	169	150	49	79
s_4190	ZFHX2	2339	2835	2797	3705	1019	1060	397	511
s_1981	HNF1A	1531	1779	1791	2169	103	146	35	61
s_2341	ZNF85	3119	3625	3731	5019	540	622	205	272
s_2899	DMRT2	1823	1919	1892	2619	414	343	146	209
s_2382	ZNF140	1764	1991	2056	2575	590	557	259	303
s_5578	Non-Targeting Control	2058	2168	2335	3033	620	670	261	317
s_5925	Non-Targeting Control	1904	2081	2112	2806	683	734	316	335
s_4772	ZNF384	2596	2902	2828	3758	654	744	267	331
s_4271	ZNF682	2687	2919	2921	3867	733	717	295	345
s_679	HHEX	1739	1895	1941	2489	442	492	187	213
s_4018	PDCD1LG2	2490	3014	2885	3952	273	376	162	180
s_3633	ZNF490	1581	1660	1791	2252	755	782	303	336
s_2750	ST18	3332	3681	3880	4741	1118	1349	497	606
s_1233	MEOX2	2634	2839	3016	3796	934	977	348	430
s_4007	ZKSCAN3	1289	1391	1448	1811	392	403	178	169
s_3514	ZNF334	3818	4285	4300	5816	242	253	93	123
s_3950	ZNF552	3382	3704	3774	4892	122	115	51	70
s_2260	ZNF19	3911	4444	4518	5834	1514	1742	617	782
s_185	CEBPE	1366	1580	1584	2017	335	360	134	147
s_3506	ZNF692	1866	2143	2169	2772	775	721	305	353
s_2261	ZNF182	3904	4335	4489	5725	1745	1813	666	800
s_3352	YBX2	1077	1414	1467	1892	4	85	27	29
s_2726	NR1D1	2011	2240	2187	3012	793	793	309	382
s_1736	SALL2	3509	3951	4015	5041	1472	1619	577	808
s_4753	ZNF883	3229	3595	3942	4938	1039	1136	411	452
s_2253	ZNF18	2929	3286	3179	4180	535	664	264	308
s_2625	IER3	1463	1641	1520	2083	369	422	181	182
s_5841	Non-Targeting Control	1366	1551	1560	2136	351	421	133	210
s_2884	AGPAT1	2332	2587	2502	3304	972	1012	356	438
s_217	CCR6	2147	2561	2429	3200	484	553	167	298
s_4703	ZNF567	2075	2384	2564	3273	358	410	149	196
s_2166	USF2	1838	2024	2011	2619	283	371	138	148
s_2354	ZNF121	1884	2116	2307	2876	245	297	100	130
s_3082	ZNF423	2380	2661	2600	3372	112	94	43	40
s_3817	HIF3A	1796	2139	1975	2672	547	613	210	273
s_5137	ZNF324B	1456	1645	1483	2038	90	104	40	56
s_1216	MEF2C	1991	2056	2203	2725	707	782	320	362
s_3724	DMRT3	1679	1873	1714	2499	443	547	179	238
s_4986	ZNF707	2206	2478	2246	3403	306	464	52	309
s_1224	MEIS1	2368	2737	2733	3375	844	903	273	422
s_5190	HES3	1369	1577	1532	2146	163	198	61	82
s_1840	SOX9	3162	3454	3675	4693	810	855	407	409
s_132	RUNX3	1505	1775	1753	2192	521	574	219	278
s_2938	PHTF1	2847	3263	3263	4258	1685	1891	686	826
s_1345	NFATC3	3255	3672	3535	4602	1331	1464	520	624
s_2993	BTN3A1	2944	3334	3269	4555	76	81	32	46
s_600	GATA2	1600	1691	1695	2287	553	586	229	283
s_238	ATF2	1965	1984	2091	2741	610	657	234	326
s_360	EGR2	1866	2035	2116	2875	388	483	205	197
s_1057	IL13	2960	3286	3200	4193	682	793	273	388
s_3996	ZNF614	3486	3930	3774	5142	337	414	168	115
s_2564	GFI1B	1102	1295	1270	1711	424	467	186	217
s_2897	DMRT2	2105	2222	2186	2882	462	519	181	264
s_1505	PBX3	1419	1681	1652	2055	284	304	129	144
s_5108	ZNF429	2975	3204	3393	4317	1112	1244	460	538
s_3093	CIC	2772	3042	3117	4146	415	521	138	214
s_2351	ZNF222	2667	2931	2993	4203	91	145	37	90
s_2710	ONECUT2	2342	2650	2519	3358	861	882	309	418
s_1063	IL15RA	2422	2603	2575	3442	558	631	232	307
s_1368	NFIB	2587	2908	2837	3718	1008	1106	422	495
s_2694	HAND1	1111	1218	1183	1571	277	275	107	131
s_3030	TFEC	1584	1500	1825	2204	391	375	168	170
s_2081	TFDP2	3075	3572	3353	4539	928	992	381	407
s_4714	ZNF100	1607	1748	1862	2353	67	49	23	41
s_4202	HSFY1	2840	3111	3158	4250	840	957	321	410
s_5717	Non-Targeting Control	2422	2625	2739	3485	458	531	174	254
s_267	NKX2-5	1705	1873	1837	2609	476	551	179	244
s_3625	ZNF287	2413	2525	2637	3426	840	900	372	428
s_4684	ZNF846	2834	3141	3219	4210	841	902	332	421
s_2823	ZNF443	2311	2539	2680	3558	896	1017	388	420
s_751	HMX1	1222	1399	1427	1917	352	364	163	191
s_1170	SMAD1	2126	2312	2461	3219	297	313	104	160
s_4394	HSF5	3755	4402	4570	5763	1530	1693	593	733
s_2849	BTN3A3	1358	1532	1548	2011	314	361	172	163
s_4904	NPAS4	2610	2936	3018	3807	1002	1066	342	480
s_5239	ZNF727	3418	3745	3726	4836	1513	1586	605	673
s_4381	SPIC	2464	2796	2712	3625	556	681	229	287
s_1827	SOX3	1617	1729	1765	2321	152	168	81	84
s_5951	Non-Targeting Control	1423	1510	1458	1935	583	607	233	309
s_3115	OTP	2056	2276	2288	2937	53	46	15	19
s_2327	ZNF75A	2705	2912	3108	4002	722	886	295	371
s_2069	NR2F1	3125	3639	3694	4960	1528	1643	635	712
s_2792	ZBTB33	2029	2334	2316	2984	813	874	362	410
s_3889	IRX6	1959	2239	2183	2786	692	784	298	362
s_5243	FOXB2	3227	3516	3865	4955	1121	1189	438	563
s_1993	TCF7	2431	2684	2678	3401	959	1053	380	469
s_833	HOXA13	2715	2939	2959	3790	605	825	230	315
s_4906	NPAS4	1068	1229	1221	1692	317	332	122	156
s_5130	ZNF761	2732	3142	3077	4138	1009	1108	430	442
s_2189	ZBTB14	3818	4254	4019	5857	1307	1515	535	642
s_5194	HELT	2545	2770	2882	3877	480	541	217	230
s_2110	KLF10	3511	3940	3913	5163	1283	1401	520	620
s_3723	DMRT3	2592	2978	2860	3814	929	982	362	459
s_3925	LIN28A	3392	3588	3830	5247	1477	1505	570	668
s_3534	TRERF1	1213	1377	1301	1841	462	520	208	218
s_477	ETV5	2888	2992	3145	4250	980	1053	423	462
s_5997	EGFP	2071	2283	2290	3025	261	486	120	249
s_1783	SIM1	2942	3131	3165	4132	704	769	285	333
s_1952	TBX1	942	934	1000	1256	313	306	135	139
s_4988	ZFP41	2633	2939	3008	3930	920	1028	353	453
s_2545	ALX1	1461	1708	1722	2296	364	428	163	206
s_4186	ZIC5	1643	1846	1811	2449	699	804	295	347
s_4511	E2F7	1666	1840	1780	2247	573	646	260	285
s_1598	POU5F1B	2581	3065	2982	4038	998	1055	372	466
s_3709	ZNF77	2367	2619	2667	3543	816	927	316	409
s_1410	NHLH2	1099	1140	1143	1697	70	134	23	33
s_3728	IL21	2171	2549	2473	3210	581	693	271	264
s_5779	Non-Targeting Control	3078	3384	3302	4681	563	620	222	302
s_5400	Non-Targeting Control	1542	1774	1861	2236	563	613	243	293
s_1650	RAD21	2495	2852	2998	3735	850	1077	369	475
s_4114	ZNF527	2714	3106	3167	4090	916	998	382	466
s_42	ARNT	2118	2440	2436	3179	640	717	263	301
s_1332	NEUROG1	1077	1180	1213	1633	447	524	183	215
s_1142	LMX1A	2127	2363	2264	3064	110	152	35	64
s_5133	ZNF749	2146	2369	2391	3039	428	552	162	261
s_5867	Non-Targeting Control	2057	2329	2244	2906	738	908	293	377
s_5030	HMX3	1098	1204	1256	1613	457	437	144	210
s_3770	DMRTA2	1113	1306	1186	1625	177	228	95	88
s_1873	SPI1	1984	2253	2170	2951	237	384	129	194
s_1766	CCL7	3075	3508	3492	4685	632	713	236	271
s_2209	ZIC3	2986	3271	3256	4408	168	207	51	96
s_2039	TEAD3	2501	2710	2740	3636	485	522	248	261
s_4675	ZNF550	3904	4599	4275	5835	1207	1370	379	517
s_1874	SPI1	2301	2637	2713	3689	746	927	321	383
s_5316	CCR2	2430	2766	2685	3668	1063	1068	403	475
s_656	GSC2	2681	2908	2868	3781	974	1079	340	442
s_140	CD1A	2190	2333	2132	3149	513	548	26	216
s_324	E2F1	1012	1109	1099	1457	464	468	188	238
s_4373	SP7	2307	2625	2712	3418	140	168	46	77
s_3190	ZNF337	2211	2419	2527	3272	824	887	334	378
s_5693	Non-Targeting Control	3360	3793	3814	5069	1202	1269	483	589
s_2627	IER3	2093	2420	2426	3292	690	767	286	353
s_2283	ZNF32	3521	3935	4012	5205	1404	1459	519	674
s_4439	BHLHE23	1398	1559	1539	2055	570	625	225	284
s_4751	ZNF883	2510	2782	2789	3605	912	996	396	436
s_2317	ZNF74	1365	1568	1653	2173	44	29	24	24
s_5994	EGFP	1799	1942	2115	2752	761	745	298	350
s_3015	KLF12	3886	4381	4455	5897	127	167	41	67
s_2712	ONECUT2	2542	2865	2754	3597	441	513	251	234
s_5900	Non-Targeting Control	3107	3348	3455	4540	1255	1269	498	652
s_5382	ZBED6	2141	2441	2416	3238	477	646	196	264
s_2613	JRKL	2568	2789	3125	4047	535	562	225	278
s_2000	TCF7L2	2252	2510	2506	3319	288	388	116	165
s_5344	ZNF316	2279	2543	2531	3368	59	114	35	64
s_4637	NKX6-3	1208	1352	1318	1839	75	61	19	25
s_1933	T	1684	1767	1758	2423	264	330	115	189
s_3081	ZNF423	2344	2625	2713	3773	373	431	129	190
s_43	ARNT	3318	3212	3461	4322	1435	1428	517	612
s_5238	ZNF716	2451	2760	2731	3651	1070	1142	426	482
s_3850	IL25	2171	2392	2433	3096	437	443	195	211
s_3552	MESP1	2351	2588	2473	3378	928	1012	353	438
s_2730	CLOCK	1541	1838	1758	2352	540	642	228	292
s_3493	ZNF823	1977	2079	2175	2825	426	594	207	265
s_1865	SP3	1951	2174	2069	2914	634	714	268	301
s_4910	ZNF311	1883	2269	2146	2752	621	758	233	302
s_2150	TWIST1	824	949	853	1207	44	61	21	34
s_5117	TBPL2	3456	3835	3736	4783	1300	1388	533	615
s_4058	MXD3	2445	2662	2702	3329	994	1108	392	472
s_4334	ZIM3	2496	2908	2755	3670	44	53	23	35
s_2379	ZNF136	1809	2086	2124	2538	735	806	267	330
s_527	FOXL1	2213	2416	2458	3154	788	836	342	358
s_4457	ZFP42	2628	2869	3022	3867	1117	1166	494	536
s_5060	FIGLA	3230	3640	3426	4698	934	939	363	419
s_745	NR4A1	2024	2191	2147	2742	277	314	125	164
s_1631	PROX1	2014	2246	2258	3017	901	985	414	419
s_5953	Non-Targeting Control	2505	2600	3003	3585	811	968	369	433
s_2406	ZNF154	2222	2489	2374	3121	26	42	15	16
s_3596	ATXN7L3	1815	2038	2005	2589	631	658	238	326
s_4380	SPIC	2201	2589	2680	3463	740	812	291	368
s_3627	ZNF287	1464	1493	1523	1857	209	240	98	100
s_449	ESRRG	2161	2439	2391	3158	181	248	115	110
s_1149	LTA	2108	2276	2237	3025	728	799	315	388
s_3909	HMBOX1	2263	2608	2550	3344	962	1025	400	476
s_4020	PDCD1LG2	3435	3851	3961	5111	955	1006	350	402
s_4942	ZNF780A	2202	2487	2602	3364	728	754	249	358
s_761	FOXA2	2689	3067	2845	4177	1228	1282	417	570
s_334	E2F4	3687	4269	4116	5282	1369	1376	463	624
s_2505	DDX39B	3054	3274	3214	4086	1023	1194	368	504
s_681	HIC1	2103	2434	2410	3291	386	418	234	211
s_451	ESRRG	1592	1666	1890	2196	218	353	125	140
s_112	KLF5	2764	3153	3283	4237	1274	1302	525	613
s_2216	ZNF2	2445	2797	2723	3677	328	420	138	175
s_4785	ZNF627	2667	2960	3008	4085	943	988	355	451
s_5912	Non-Targeting Control	2707	3155	3057	4001	1148	1263	427	566
s_5120	ZNF790	3352	3935	3998	4893	1457	1528	524	705
s_3131	PATZ1	1718	1880	1863	2543	144	193	62	94
s_5482	Non-Targeting Control	1630	1753	1707	2379	587	643	187	288
s_1461	OVOL1	1760	2088	2183	3028	236	272	121	113
s_3189	ZNF337	3287	3625	3683	4763	648	713	184	341
s_5498	Non-Targeting Control	2313	2616	2643	3482	145	175	74	70
s_4911	FOXR1	2522	2755	2610	3484	772	842	318	407
s_2888	CXCL13	3701	4097	4199	5503	1490	1537	579	737
s_4177	ZNF587	4490	4840	4596	6248	1670	1713	695	851
s_4086	ZIC4	1855	2157	2074	2764	589	662	231	273
s_2331	ZNF76	2038	2181	2305	3043	604	692	217	257
s_3149	ZNF324	2067	2245	2220	2948	738	774	291	383
s_4006	ZKSCAN3	1179	1298	1268	1700	293	279	110	139
s_4801	TIGD1	2198	2525	2327	3204	940	855	332	369
s_2595	YBX3	1821	2005	2173	2693	152	205	64	93
s_2763	ARNT2	1198	1306	1364	1892	445	493	183	194
s_4514	E2F7	1906	2216	2220	2991	789	809	300	414
s_3046	MTF2	2181	2494	2612	3205	71	101	40	45
s_4977	ZNF454	3187	3413	3287	4258	813	965	352	416
s_4656	NKX2-3	1624	1850	1715	2333	454	479	184	236
s_4622	ZNF595	2483	2807	2980	3744	185	215	89	119
s_2893	ARID3B	1624	1792	1897	2280	555	602	210	209
s_5983	Non-Targeting Control	4185	4706	4739	6269	1430	1514	585	718
s_4268	CREB3L1	2313	2605	2494	3232	171	176	74	74
s_2187	YY1	1354	1403	1430	1868	74	69	30	41
s_4571	ZNF565	2301	2550	2726	3370	815	793	344	446
s_2449	ZNF200	1476	1818	1768	2297	396	534	194	223
s_5508	Non-Targeting Control	2358	2683	2931	3676	842	976	319	415
s_4617	TCF23	1569	1774	1616	2147	236	207	135	117
s_3048	MTF2	2358	2731	2730	3518	159	194	57	78
s_1019	IL6	2136	2484	2500	3317	72	92	33	60
s_2246	ZNF16	2645	2967	2834	3784	57	62	23	32
s_2329	ZNF76	2187	2198	2295	2952	83	45	38	30
s_4400	ZNF816	2254	2532	2632	3369	927	1077	408	478
s_1385	NFKB2	1158	1301	1303	1716	214	191	123	105
s_1858	SP1	2121	2476	2429	3195	287	338	129	146
s_3165	ZNF345	2132	2381	2409	3177	924	937	349	425
s_2720	ZNF254	2369	2461	2611	3454	691	779	257	292
s_5179	ZNF793	1685	1992	2003	2518	598	677	270	322
s_2636	PHOX2B	4141	4700	4626	6172	347	294	165	161
s_1189	MAF	2387	2589	2830	3778	967	1040	406	456
s_2049	TFAP2A	2109	2548	2363	3189	213	314	114	166
s_5061	FIGLA	2119	2383	2313	3033	717	837	310	363
s_5642	Non-Targeting Control	3347	3753	3746	4788	1327	1411	505	649
s_525	FOXL1	772	902	857	1197	215	271	119	128
s_3542	ZKSCAN7	1385	1490	1596	2061	366	425	151	199
s_68	ATF3	2084	2318	2388	2926	117	166	55	83
s_5331	ZNF730	2096	2519	2600	3220	642	747	247	321
s_4713	ZNF100	2216	2488	2490	3338	844	884	331	384
s_2238	ZNF12	2548	2823	3028	3637	947	940	387	453
s_804	HOXA3	3075	3472	3438	4532	1122	1253	396	555
s_4668	ZNF610	1402	1511	1474	1929	540	585	203	254
s_1379	NFIX	1453	1587	1559	2057	235	263	78	97
s_5410	Non-Targeting Control	2631	2927	3129	3966	530	638	221	279
